tehsil_idx,tri_mean,forest_pct,water_pct,snow_ice_pct,SPI_poc,AI_poc,road_density_km_per_km2,centroid_to_road_km
0,0.02490081651259606,100.0,100.0,100.0,0.0,0.0,0.3283648592359565,1.11764065784801
